No.;CrDeviceProperty;Outline;Mode;ILX-LR1;ILCE-1M2;ILCE-1;ILCE-9M3;ILCE-9M2;ILCE-7RM5;ILCE-7RM4A;ILCE-7RM4;ILCE-7CR;ILCE-7SM3;ILCE-7M5;ILCE-7M4;ILCE-7CM2;ILCE-7C;ILCE-6700;MPC-2610;ILME-FX6;ILME-FX2;ILME-FX3A;ILME-FX3;ILME-FX30;PXW-Z300;PXW-Z200;HXR-NX800;BRC-AM7;ILME-FR7;ZV-E1;ZV-E10M2;DSC-RX1RM3;DSC-RX0M2
536;:ref:`CrDeviceProperty_TotalBatteryLevel<dp-TotalBatteryLevel>`;Total Battery Level Indicator;R/C/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
537;:ref:`CrDeviceProperty_BodySerialNumber<dp-BodySerialNumber>`;Body Serial Number;R/T;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔
538;:ref:`CrDeviceProperty_S2<dp-S2>`;Shutter Release;R/T;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔
539;:ref:`CrDeviceProperty_CameraLeverFunction<dp-CameraLeverFunction>`;Camera Lever Function;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-
540;:ref:`CrDeviceProperty_TeleWideLeverValueCapability<dp-TeleWideLeverValueCapability>`;Tele/Wide Lever Value capability;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-
541;:ref:`CrDeviceProperty_ShootingTimingPreNotificationMode<dp-ShootingTimingPreNotificationMode>`;HW Signal Shooting Timing Pre-notification;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
542;:ref:`CrDeviceProperty_MicrophoneDirectivity<dp-MicrophoneDirectivity>`;Microphone directivity;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
543;:ref:`CrDeviceProperty_ProductShowcaseSet<dp-ProductShowcaseSet>`;Product Showcase Set;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
544;:ref:`CrDeviceProperty_AmountOfDefocusSetting<dp-AmountOfDefocusSetting>`;Amount of Defocus Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
545;:ref:`CrDeviceProperty_CinematicVlogSetting<dp-CinematicVlogSetting>`;Cinematic Vlog Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
546;:ref:`CrDeviceProperty_CinematicVlogLook<dp-CinematicVlogLook>`;Cinematic Vlog Look;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
547;:ref:`CrDeviceProperty_CinematicVlogMood<dp-CinematicVlogMood>`;Cinematic Vlog Mood;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
548;:ref:`CrDeviceProperty_CinematicVlogAFTransitionSpeed<dp-CinematicVlogAFTransitionSpeed>`;Cinematic Vlog AF Transition Speed;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
549;:ref:`CrDeviceProperty_MonitoringOutputDisplaySDI<dp-MonitoringOutputDisplaySDI>`;Monitoring Output Display SDI;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;\-
550;:ref:`CrDeviceProperty_AFAreaPositionAF_C<dp-AFAreaPositionAF_C>`;AF Area Position(x,y) (AF-C);R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
551;:ref:`CrDeviceProperty_AFAreaPositionAF_S<dp-AFAreaPositionAF_S>`;AF Area Position(x,y) (AF-S);R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
552;:ref:`CrDeviceProperty_AutoFocusHold<dp-AutoFocusHold>`;Auto Focus Hold;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
553;:ref:`CrDeviceProperty_PushAFModeSetting<dp-PushAFModeSetting>`;Push AF Mode Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
554;:ref:`CrDeviceProperty_TouchFunctionInMF<dp-TouchFunctionInMF>`;Touch Function in MF;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
555;:ref:`CrDeviceProperty_PushAutoFocus<dp-PushAutoFocus>`;Push Auto Focus;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
556;:ref:`CrDeviceProperty_PushAGC<dp-PushAGC>`;Push AGC;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
557;:ref:`CrDeviceProperty_PushAutoIris<dp-PushAutoIris>`;Push Auto Iris;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
558;:ref:`CrDeviceProperty_PushAutoNDFilter<dp-PushAutoNDFilter>`;Push Auto ND Filter;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
559;:ref:`CrDeviceProperty_NDFilterPresetSelect<dp-NDFilterPresetSelect>`;ND Filter Preset Select;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
560;:ref:`CrDeviceProperty_NDFilterPreset1Value<dp-NDFilterPreset1Value>`;ND Filter Preset 1 Value;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
561;:ref:`CrDeviceProperty_NDFilterPreset2Value<dp-NDFilterPreset2Value>`;ND Filter Preset 2 Value;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
562;:ref:`CrDeviceProperty_NDFilterPreset3Value<dp-NDFilterPreset3Value>`;ND Filter Preset 3 Value;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
563;:ref:`CrDeviceProperty_WhiteBalanceSwitch<dp-WhiteBalanceSwitch>`;White Balance Switch;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
564;:ref:`CrDeviceProperty_WhiteBalancePresetColorTemperature<dp-WhiteBalancePresetColorTemperature>`;White Balance Preset Color Temperature;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
565;:ref:`CrDeviceProperty_WhiteBalanceRGain<dp-WhiteBalanceRGain>`;White Balance R Gain;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
566;:ref:`CrDeviceProperty_WhiteBalanceBGain<dp-WhiteBalanceBGain>`;White Balance B Gain;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
567;:ref:`CrDeviceProperty_WhiteBalanceOffsetColorTempATW<dp-WhiteBalanceOffsetColorTempATW>`;White Balance Offset Color Temp ATW;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
568;:ref:`CrDeviceProperty_WhiteBalanceOffsetTintATW<dp-WhiteBalanceOffsetTintATW>`;White Balance Offset Tint ATW;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
569;:ref:`CrDeviceProperty_WhiteBalanceOffsetSetting<dp-WhiteBalanceOffsetSetting>`;White Balance Offset Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
570;:ref:`CrDeviceProperty_WhiteBalanceOffsetColorTemp<dp-WhiteBalanceOffsetColorTemp>`;White Balance Offset Color Temp;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\*1;\*1;\*1;\-;\-;\-;\-;\-
571;:ref:`CrDeviceProperty_PaintLookMasterBlack<dp-PaintLookMasterBlack>`;Paint/Look Master Black;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
572;:ref:`CrDeviceProperty_PaintLookRBlack<dp-PaintLookRBlack>`;Paint/Look R Black;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
573;:ref:`CrDeviceProperty_PaintLookBBlack<dp-PaintLookBBlack>`;Paint/Look B Black;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
574;:ref:`CrDeviceProperty_PaintLookKneeSetting<dp-PaintLookKneeSetting>`;Paint/Look Knee Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
575;:ref:`CrDeviceProperty_PaintLookAutoKnee<dp-PaintLookAutoKnee>`;Paint/Look Auto Knee;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
576;:ref:`CrDeviceProperty_PaintLookKneePoint<dp-PaintLookKneePoint>`;Paint/Look Knee Point;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
577;:ref:`CrDeviceProperty_PaintLookKneeSlope<dp-PaintLookKneeSlope>`;Paint/Look Knee Slope;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
578;:ref:`CrDeviceProperty_PaintLookDetailSetting<dp-PaintLookDetailSetting>`;Paint/Look Detail Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
579;:ref:`CrDeviceProperty_PaintLookDetailLevel<dp-PaintLookDetailLevel>`;Paint/Look Detail Level;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
580;:ref:`CrDeviceProperty_UserBaseLookOutput<dp-UserBaseLookOutput>`;UserBaseLook Output;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
581;:ref:`CrDeviceProperty_MonitorLUTSetting1<dp-MonitorLUTSetting1>`;Monitor LUT Setting 1;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-
582;:ref:`CrDeviceProperty_MonitorLUTSetting2<dp-MonitorLUTSetting2>`;Monitor LUT Setting 2;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-
583;:ref:`CrDeviceProperty_MonitorLUTSetting3<dp-MonitorLUTSetting3>`;Monitor LUT Setting 3;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-
584;:ref:`CrDeviceProperty_SQModeSetting<dp-SQModeSetting>`;S&Q Mode Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\*1;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-
585;:ref:`CrDeviceProperty_MovieQualityFullAutoMode<dp-MovieQualityFullAutoMode>`;Movie Quality FullAuto Mode;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\*1;\*1;\-;\-;\-;\-;\-;\-
586;:ref:`CrDeviceProperty_DeSqueezeDisplayRatio<dp-DeSqueezeDisplayRatio>`;De-Squeeze Display Ratio;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
587;:ref:`CrDeviceProperty_ZoomPositionSetting<dp-ZoomPositionSetting>`;Zoom Position Setting;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;✔;\-;\-;\-;\-;\-
588;:ref:`CrDeviceProperty_ZoomPositionCurrentValue<dp-ZoomPositionCurrentValue>`;Zoom Position Current Value;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;✔;\-;\-;\-;\-;\-
589;:ref:`CrDeviceProperty_FileSettingsCameraId<dp-FileSettingsCameraId>`;File Settings Camera ID;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
590;:ref:`CrDeviceProperty_FileSettingsReelNumber<dp-FileSettingsReelNumber>`;File Settings Reel Number;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
591;:ref:`CrDeviceProperty_FileSettingsCameraPosition<dp-FileSettingsCameraPosition>`;File Settings Camera Position;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
592;:ref:`CrDeviceProperty_ImageStabilizationFramingStabilizer<dp-ImageStabilizationFramingStabilizer>`;Image Stabilization Framing Stabilizer;R/T;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-
593;:ref:`CrDeviceProperty_ExposureStep<dp-ExposureStep>`;Exposure Step;R/T;\-;\*1;\*1;\*1;\-;\*1;\-;\-;\-;\*1;\*1;\*1;\-;\-;\-;\-;\-;\*1;\*1;\*1;\*1;\*1;\*1;\*1;\*1;\-;\*1;\-;\-;\-
594;:ref:`CrDeviceProperty_EnlargeScreenSetting<dp-EnlargeScreenSetting>`;Enlarge Screen Setting;R/T;✔;✔;\-;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-
595;:ref:`CrDeviceProperty_SimulRecSetting<dp-SimulRecSetting>`;Simul Rec Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-
596;:ref:`CrDeviceProperty_SimulRecSettingMovieRecButton<dp-SimulRecSettingMovieRecButton>`;Simul Rec Setting (Movie Rec Button);R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
597;:ref:`CrDeviceProperty_OSDImageMode<dp-OSDImageMode>`;OSD Image Mode;R/T;✔;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;\-;✔;\-
598;:ref:`CrDeviceProperty_DebugMode<dp-DebugMode>`;Debug Mode;R/T;✔;\-;\-;\-;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
599;:ref:`CrDeviceProperty_ShutterSelectMode<dp-ShutterSelectMode>`;Shutter Select Mode;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\*1;\-;\-;\-;\-;\*1;\*1;\*1;\*1;\*1;\-;\-;\-;\-
600;:ref:`CrDeviceProperty_MonitoringTransportProtocol<dp-MonitoringTransportProtocol>`;Monitoring Transport Protocol;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
601;:ref:`CrDeviceProperty_MonitoringAvailableFormat<dp-MonitoringAvailableFormat>`;Monitoring Available Format;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
602;:ref:`CrDeviceProperty_MonitoringFormatSupportInformation<dp-MonitoringFormatSupportInformation>`;Monitoring Format Support Information;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
603;:ref:`CrDeviceProperty_MediaSLOT1_ContentsInfoListEnableStatus<dp-MediaSLOT1_ContentsInfoListEnableStatus>`;ContentInfoList Enable Status (SLOT1);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;✔;\-
604;:ref:`CrDeviceProperty_MediaSLOT2_ContentsInfoListEnableStatus<dp-MediaSLOT2_ContentsInfoListEnableStatus>`;ContentInfoList Enable Status (SLOT2);R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
605;:ref:`CrDeviceProperty_MediaSLOT1_ContentsInfoListRegenerateUpdateTime<dp-MediaSLOT1_ContentsInfoListRegenerateUpdateTime>`;ContentInfoList regenerate time (SLOT1);T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;✔;\-
606;:ref:`CrDeviceProperty_MediaSLOT2_ContentsInfoListRegenerateUpdateTime<dp-MediaSLOT2_ContentsInfoListRegenerateUpdateTime>`;ContentInfoList regenerate time (SLOT2);T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
607;:ref:`CrDeviceProperty_MediaSLOT1_ContentsInfoListUpdateTime<dp-MediaSLOT1_ContentsInfoListUpdateTime>`;ContentInfoList update time (SLOT1);T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;✔;\-
608;:ref:`CrDeviceProperty_MediaSLOT2_ContentsInfoListUpdateTime<dp-MediaSLOT2_ContentsInfoListUpdateTime>`;ContentInfoList update time (SLOT2);T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
609;:ref:`CrDeviceProperty_PostViewTransferResourceStatus<dp-PostViewTransferResourceStatus>`;PostView Transfer Resource Status;T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;✔;\-
610;:ref:`CrDeviceProperty_CameraSystemErrorInfo<dp-CameraSystemErrorInfo>`;Camera System Error Info;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
611;:ref:`CrDeviceProperty_FaceEyeDetectionAFStatus<dp-FaceEyeDetectionAFStatus>`;Face Eye Detection AF Status;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
612;:ref:`CrDeviceProperty_UploadDatasetVersion<dp-UploadDatasetVersion>`;Upload Dataset Version;R/T;✔;✔;\-;\-;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;✔;\-
613;:ref:`CrDeviceProperty_MonitorLUTSettingOutputDestAssign<dp-MonitorLUTSettingOutputDestAssign>`;Monitor LUT Setting Output Dest Assign;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
614;:ref:`CrDeviceProperty_MaximumNumberOfBytes<dp-MaximumNumberOfBytes>`;Maximum number of bytes;R/T;✔;✔;\-;\-;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-
615;:ref:`CrDeviceProperty_FirmwareUpdateCommandVersion<dp-FirmwareUpdateCommandVersion>`;Firmware Update Command Version;R/T;✔;\-;\-;\-;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
616;:ref:`CrDeviceProperty_ModelName<dp-ModelName>`;Model Name;R/T;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔
617;:ref:`CrDeviceProperty_AutoRecognitionTargetCandidates<dp-AutoRecognitionTargetCandidates>`;Auto Recognition Target Candidates;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-
618;:ref:`CrDeviceProperty_AutoRecognitionTargetSetting<dp-AutoRecognitionTargetSetting>`;Auto Recognition Target Setting;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-
619;:ref:`CrDeviceProperty_RemoteKeyThumbnailButton<dp-RemoteKeyThumbnailButton>`;Remote Key Thumbnail Button;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
620;:ref:`CrDeviceProperty_RemoteKeySLOTSelectButton<dp-RemoteKeySLOTSelectButton>`;Remote Key SLOT Select Button;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
621;:ref:`CrDeviceProperty_PanPositionStatus<dp-PanPositionStatus>`;Pan Position Status;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
622;:ref:`CrDeviceProperty_TiltPositionStatus<dp-TiltPositionStatus>`;Tilt Position Status;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
623;:ref:`CrDeviceProperty_PanPositionCurrentValue<dp-PanPositionCurrentValue>`;Pan Position Current Value;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-
